OBJECTID,County,Acres,Install Type,Urban or Rural,Combined Class,Distance to Substation (Miles) GTET 100 Max Voltage,Percentile (GTET 100 Max Voltage),Substation Name GTET 100 Max Voltage,HIFLD ID (GTET 100 Max Voltage),Distance to Substation (Miles) GTET 200 Max Voltage,Percentile (GTET 200 Max Voltage),Substation Name GTET 200 Max Voltage,HIFLD ID (GTET 200 Max Voltage),Distance to Substation (Miles) CAISO,Percentile (CAISO),Substation CASIO Name,HIFLD ID (CAISO),Solar Technoeconomic Intersection,Shape__Area,Shape__Length
4267,Santa Clara County,1.0802112338213,Rooftop,Urban,Rooftop - Urban,2.35369206066596,25th to 50th,Colorado Power Station,309765,3.13933350633885,25th to 50th,S.L.A.C,300995,10.9830256988572,75th to 100th,Scott,300561,Within,4371.47697544098,381.895109208266
4268,Santa Clara County,2.85634927844042,Rooftop,Urban,Rooftop - Urban,0.395206846167842,0 to 25th,Unknown,307770,1.25418213288825,0 to 25th,Los Esteros,310258,1.25418213288825,0 to 25th,Los Esteros,310258,Within,11559.2777442932,426.909233986223
4269,Santa Clara County,0.967786095726309,Rooftop,Urban,Rooftop - Urban,2.22050212476706,25th to 50th,Colorado Power Station,309765,3.22745977330721,25th to 50th,S.L.A.C,300995,10.9429309001436,75th to 100th,Scott,300561,Within,3916.5072145462,314.331582437094
4270,Santa Clara County,1.70146316940871,Parking,Urban,Parking - Urban,0.574740741134052,0 to 25th,Los Esteros,310258,0.574740741134052,0 to 25th,Los Esteros,310258,0.574740741134052,0 to 25th,Los Esteros,310258,Within,6885.60323143005,343.084135213191
4271,Santa Clara County,0.720707316400626,Parking,Urban,Parking - Urban,0.55207853288753,0 to 25th,Los Esteros,310258,0.55207853288753,0 to 25th,Los Esteros,310258,0.55207853288753,0 to 25th,Los Esteros,310258,Within,2916.61061000824,217.391918871123
4272,Santa Clara County,0.959665934430097,Rooftop,Urban,Rooftop - Urban,2.25440074870422,25th to 50th,Colorado Power Station,309765,3.16842673301832,25th to 50th,S.L.A.C,300995,10.9913908281341,75th to 100th,Scott,300561,Within,3883.64555263519,331.653627984389
4273,Santa Clara County,3.12983124527699,Rooftop,Urban,Rooftop - Urban,0.953371142868669,0 to 25th,Montague,305562,1.30230354328207,0 to 25th,Los Esteros,310258,1.30230354328207,0 to 25th,Los Esteros,310258,Within,12666.0184907913,814.284517500732
4274,Santa Clara County,0.985006145616237,Rooftop,Urban,Rooftop - Urban,2.1928641720313,25th to 50th,Colorado Power Station,309765,3.21608522493814,25th to 50th,S.L.A.C,300995,10.9544684284502,75th to 100th,Scott,300561,Within,3986.19443416595,313.139995102684
4275,Santa Clara County,1.04816690710378,Rooftop,Urban,Rooftop - Urban,2.2219610847011,25th to 50th,Colorado Power Station,309765,3.14224250252756,25th to 50th,S.L.A.C,300995,11.0476106470926,75th to 100th,Scott,300561,Within,4241.79549312592,354.248002773884
4276,Santa Clara County,0.0476567570581323,Rooftop,Urban,Rooftop - Urban,0.870695560583352,0 to 25th,Ames Distribution,310434,5.77142046490239,25th to 50th,Ravenswood,308197,7.71919431999084,50th to 75th,Scott,300561,Within,192.860824584961,56.8792236635312
4277,Santa Clara County,0.12651604692416,Rooftop,Urban,Rooftop - Urban,1.00143109117557,0 to 25th,Ames Distribution,310434,5.69052142168698,25th to 50th,Ravenswood,308197,7.8434864815376,50th to 75th,Scott,300561,Within,511.994161605835,99.4604526800523
4278,Santa Clara County,0.386947937338363,Rooftop,Urban,Rooftop - Urban,0.878829334289093,0 to 25th,Ames Distribution,310434,5.74650030193145,25th to 50th,Ravenswood,308197,7.72712146274231,50th to 75th,Scott,300561,Within,1565.92887783051,200.920608682599
4279,Santa Clara County,0.034271197193413,Rooftop,Urban,Rooftop - Urban,0.876114840951924,0 to 25th,Ames Distribution,310434,5.75766065543321,25th to 50th,Ravenswood,308197,7.72722777930847,50th to 75th,Scott,300561,Within,138.691168785095,53.2079332851516
4280,Santa Clara County,0.0951094032452846,Rooftop,Urban,Rooftop - Urban,0.935407155787291,0 to 25th,Ames Distribution,310434,5.72316601633581,25th to 50th,Ravenswood,308197,7.78316533660666,50th to 75th,Scott,300561,Within,384.895625114441,76.1301281712866
4281,Santa Clara County,0.664133971136424,Rooftop,Urban,Rooftop - Urban,0.929904979007707,0 to 25th,Ames Distribution,310434,5.706787336,25th to 50th,Ravenswood,308197,7.77598630208267,50th to 75th,Scott,300561,Within,2687.6651096344,259.568819984682
4282,Santa Clara County,0.2000899185155,Parking,Urban,Parking - Urban,1.03871054551706,0 to 25th,Ames Distribution,310434,5.66224047698236,25th to 50th,Ravenswood,308197,7.8770117836746,50th to 75th,Scott,300561,Within,809.738404273987,143.101443740449
4283,Santa Clara County,0.151574196065147,Rooftop,Urban,Rooftop - Urban,0.881672043620895,0 to 25th,Ames Distribution,310434,5.72070424521915,25th to 50th,Ravenswood,308197,7.73936823101425,50th to 75th,Scott,300561,Within,613.401649475098,123.211908029327
4284,Santa Clara County,0.793011826682935,Rooftop,Urban,Rooftop - Urban,0.907790179538339,0 to 25th,Ames Distribution,310434,5.65907253501157,25th to 50th,Ravenswood,308197,7.76476048225096,50th to 75th,Scott,300561,Within,3209.21414089203,377.192932666399
4285,Santa Clara County,0.675531772758936,Rooftop,Urban,Rooftop - Urban,0.217595761509476,0 to 25th,Moffet Field Tap,310893,5.60361966189392,25th to 50th,Los Esteros,310258,5.4189300878275,50th to 75th,Scott,300561,Within,2733.79093170166,214.820266020224
4286,Santa Clara County,0.739172925865523,Rooftop,Urban,Rooftop - Urban,1.00580377154704,0 to 25th,Ames Distribution,310434,5.62125003402798,25th to 50th,Ravenswood,308197,7.85998780154307,50th to 75th,Scott,300561,Within,2991.34008789063,240.44874172489
4287,Santa Clara County,0.408878623453847,Parking,Urban,Parking - Urban,1.04726287358135,0 to 25th,Ames Distribution,310434,5.59805874130994,25th to 50th,Ravenswood,308197,7.8954451383464,50th to 75th,Scott,300561,Within,1654.67932128906,216.366422277088
4288,Santa Clara County,2.06670260945752,Rooftop,Urban,Rooftop - Urban,0.63420315128753,0 to 25th,Milpitas,305556,2.36989426604794,0 to 25th,Los Esteros,310258,2.36989426604794,0 to 25th,Los Esteros,310258,Within,8363.68218326569,404.57246112049
4289,Santa Clara County,0.644809494564958,Parking,Urban,Parking - Urban,1.90508630854849,25th to 50th,Colorado Power Station,309765,3.33532097152709,25th to 50th,S.L.A.C,300995,11.0647700996963,75th to 100th,Scott,300561,Within,2609.46279430389,220.475290160355
4290,Santa Clara County,0.631368441637607,Parking,Urban,Parking - Urban,1.74787810423541,25th to 50th,Colorado Power Station,309765,3.46598659538039,25th to 50th,S.L.A.C,300995,11.018039428374,75th to 100th,Scott,300561,Within,2555.06765365601,219.522121150762
4291,Santa Clara County,3.24210990588146,Rooftop,Urban,Rooftop - Urban,0.651414683515132,0 to 25th,Los Esteros,310258,0.651414683515132,0 to 25th,Los Esteros,310258,0.651414683515132,0 to 25th,Los Esteros,310258,Within,13120.4130306244,483.618156005565
4292,Santa Clara County,2.92800960080127,Parking,Urban,Parking - Urban,1.66266023537346,25th to 50th,S.L.A.C,300995,1.66266023537346,0 to 25th,S.L.A.C,300995,13.0438846370663,75th to 100th,Scott,300561,Within,11849.2833213806,437.264095478367
4293,Santa Clara County,0.494853024639215,Ground,Urban,Ground - Urban,1.41216080170109,25th to 50th,Milpitas,305556,3.16265259771909,25th to 50th,Los Esteros,310258,3.16265259771909,25th to 50th,Los Esteros,310258,Within,2002.60704708099,179.286045013952
4294,Santa Clara County,0.345479052845101,Parking,Urban,Parking - Urban,1.4989434383465,25th to 50th,Milpitas,305556,2.89103188081369,0 to 25th,Los Esteros,310258,2.89103188081369,25th to 50th,Los Esteros,310258,Within,1398.10972118378,152.650708345086
4295,Santa Clara County,0.108394509305632,Rooftop,Urban,Rooftop - Urban,1.54794216160632,25th to 50th,Milpitas,305556,2.82460454715471,0 to 25th,Los Esteros,310258,2.82460454715471,25th to 50th,Los Esteros,310258,Within,438.65876865387,84.6129311833817
4296,Santa Clara County,0.237641610594858,Rooftop,Urban,Rooftop - Urban,1.57589449635751,25th to 50th,Milpitas,305556,2.82463318921593,0 to 25th,Los Esteros,310258,2.82463318921593,25th to 50th,Los Esteros,310258,Within,961.705283164978,125.233029186265
4297,Santa Clara County,2.79669993415159,Parking,Urban,Parking - Urban,1.43706303325816,25th to 50th,Milpitas,305556,2.76118021128842,0 to 25th,Los Esteros,310258,2.76118021128842,25th to 50th,Los Esteros,310258,Within,11317.8842544556,771.097132554683
4298,Santa Clara County,0.55940565162948,Parking,Urban,Parking - Urban,2.58314694283304,25th to 50th,Colorado Power Station,309765,3.1917930141255,25th to 50th,S.L.A.C,300995,12.3724986984201,75th to 100th,Scott,300561,Within,2263.84167289734,229.222735195102
4299,Santa Clara County,0.728356819917571,Rooftop,Urban,Rooftop - Urban,2.37341725827439,25th to 50th,Cooley Landing,300115,3.23985993025379,25th to 50th,Ravenswood,308197,12.2273357917601,75th to 100th,Scott,300561,Within,2947.56714630127,218.96035800636
4300,Santa Clara County,4.82897130029807,Parking,Urban,Parking - Urban,1.00437675106336,0 to 25th,Dixon Landing,309200,2.32184198211649,0 to 25th,Los Esteros,310258,2.32184198211649,0 to 25th,Los Esteros,310258,Within,19542.2208795547,1064.5746399131
4301,Santa Clara County,0.206596885854447,Parking,Urban,Parking - Urban,1.03339011005623,0 to 25th,Dixon Landing,309200,2.4728612805505,0 to 25th,Los Esteros,310258,2.4728612805505,0 to 25th,Los Esteros,310258,Within,836.071382522583,132.654083396848
4302,Santa Clara County,0.760091615532696,Parking,Urban,Parking - Urban,1.09400030983832,0 to 25th,Dixon Landing,309200,2.56512362544779,0 to 25th,Los Esteros,310258,2.56512362544779,0 to 25th,Los Esteros,310258,Within,3075.99274921417,270.536464436886
4303,Santa Clara County,0.300314148611166,Ground,Urban,Ground - Urban,1.25548374204573,0 to 25th,Dixon Landing,309200,2.69237921007826,0 to 25th,Los Esteros,310258,2.69237921007826,25th to 50th,Los Esteros,310258,Within,1215.33300113678,174.777778184518
4304,Santa Clara County,0.708510623756257,Parking,Urban,Parking - Urban,1.17239335908045,0 to 25th,Dixon Landing,309200,2.63031128836432,0 to 25th,Los Esteros,310258,2.63031128836432,0 to 25th,Los Esteros,310258,Within,2867.24769592285,288.284584130907
4305,Santa Cruz County,1.96416040488245,Rooftop,Urban,Rooftop - Urban,3.38172408076717,50th to 75th,Green Valley,306785,6.67039763107898,50th to 75th,Moss Landing,301760,6.67039763107898,50th to 75th,Moss Landing,301760,Within,7948.70126914978,373.15919611343
4306,Santa Cruz County,0.358682197796694,Rooftop,Urban,Rooftop - Urban,3.24651557523441,50th to 75th,Green Valley,306785,6.80983609083234,50th to 75th,Moss Landing,301760,6.80983609083234,50th to 75th,Moss Landing,301760,Within,1451.54116439819,155.5190240973
4307,Santa Cruz County,0.915164226866986,Rooftop,Urban,Rooftop - Urban,3.20704634852258,50th to 75th,Green Valley,306785,6.83427455902239,50th to 75th,Moss Landing,301760,6.83427455902239,50th to 75th,Moss Landing,301760,Within,3703.55300712585,244.133478188757
4308,Santa Cruz County,0.498685622313098,Ground,Urban,Ground - Urban,3.10356508006751,50th to 75th,Green Valley,306785,6.94528273086877,50th to 75th,Moss Landing,301760,6.94528273086877,50th to 75th,Moss Landing,301760,Within,2018.11901283264,209.81984208829
4309,Santa Cruz County,1.06322676732639,Rooftop,Urban,Rooftop - Urban,3.06916946510472,50th to 75th,Green Valley,306785,6.97008019519877,50th to 75th,Moss Landing,301760,6.97008019519877,50th to 75th,Moss Landing,301760,Within,4302.74165725708,278.920066033217
4310,Santa Cruz County,0.177144614750159,Rooftop,Urban,Rooftop - Urban,3.03315198700803,50th to 75th,Green Valley,306785,7.0417207743947,50th to 75th,Moss Landing,301760,7.0417207743947,50th to 75th,Moss Landing,301760,Within,716.881702423096,108.4283705899
4311,Santa Cruz County,0.885858713835713,Ground,Rural,Ground - Rural,3.86533443340188,50th to 75th,Green Valley,306785,7.55463356699448,50th to 75th,Moss Landing,301760,7.55463356699448,50th to 75th,Moss Landing,301760,Outside,3584.95724487305,230.139434902735
4312,Santa Cruz County,0.990185313855946,Parking,Urban,Parking - Urban,2.64053448748458,25th to 50th,Green Valley,306785,7.5744343876326,50th to 75th,Moss Landing,301760,7.5744343876326,50th to 75th,Moss Landing,301760,Within,4007.15128707886,257.092955364112
4313,Santa Cruz County,3.05943689689488,Rooftop,Urban,Rooftop - Urban,2.63011439580291,25th to 50th,Green Valley,306785,7.46433008717844,50th to 75th,Moss Landing,301760,7.46433008717844,50th to 75th,Moss Landing,301760,Within,12381.1388320923,460.916414757153
4314,Santa Cruz County,0.929669859070613,Rooftop,Rural,Rooftop - Rural,1.71813893953561,25th to 50th,Green Valley,306785,9.87649696298591,50th to 75th,Moss Landing,301760,9.87649696298591,75th to 100th,Moss Landing,301760,Within,3762.25590515137,258.01176651984
4315,Santa Cruz County,1.2730192216502,Rooftop,Rural,Rooftop - Rural,1.6850771511731,25th to 50th,Green Valley,306785,9.91196952136618,50th to 75th,Moss Landing,301760,9.91196952136618,75th to 100th,Moss Landing,301760,Within,5151.74642753601,287.23461457885
4316,Santa Cruz County,0.109683350296305,Rooftop,Urban,Rooftop - Urban,3.37329628226349,50th to 75th,Paul Sweet,305930,17.7019129507452,75th to 100th,Moss Landing,301760,17.7019129507452,75th to 100th,Moss Landing,301760,Within,443.874563217163,87.5533686768458
4317,Santa Cruz County,0.621101970775831,Rooftop,Urban,Rooftop - Urban,3.40529316512552,50th to 75th,Paul Sweet,305930,17.7337646395133,75th to 100th,Moss Landing,301760,17.7337646395133,75th to 100th,Moss Landing,301760,Within,2513.52070426941,212.827749438642
4318,Santa Cruz County,1.54231642028064,Rooftop,Rural,Rooftop - Rural,1.10344030834803,0 to 25th,Paul Sweet,305930,16.1468056449476,75th to 100th,Moss Landing,301760,16.1468056449476,75th to 100th,Moss Landing,301760,Within,6241.55653572083,337.279932472505
4319,Santa Cruz County,0.97197304055846,Rooftop,Urban,Rooftop - Urban,2.94700768361367,50th to 75th,Paul Sweet,305930,18.5662826038073,75th to 100th,Hicks,304145,18.9934934899573,75th to 100th,Moss Landing,301760,Within,3933.45160102844,278.847145018705
4320,Santa Cruz County,1.61570889448586,Rooftop,Urban,Rooftop - Urban,3.00188871965273,50th to 75th,Paul Sweet,305930,18.5892302776245,75th to 100th,Hicks,304145,19.0234685823938,75th to 100th,Moss Landing,301760,Within,6538.56873512268,327.888445581795
4321,Shasta County,2.53915763696402,Ground,Rural,Ground - Rural,1.43941797229725,25th to 50th,Olinda,306950,1.43941797229725,0 to 25th,Olinda,306950,5.74200238351682,50th to 75th,Jessup,304162,Outside,10275.6484565735,413.415113498871
4322,Shasta County,0.801803597734511,Ground,Urban,Ground - Urban,1.40307996707367,25th to 50th,Panorama,308474,3.04738749461583,0 to 25th,Cottonwood,304370,2.46897425278554,0 to 25th,Jessup,304162,Within,3244.79613494873,233.002333036892
4323,Shasta County,0.388080635630574,Ground,Rural,Ground - Rural,1.42248183063559,25th to 50th,Jessup Tap 1,308031,3.62828333804622,25th to 50th,Cottonwood,304370,1.8860905587887,0 to 25th,Jessup,304162,Within,1570.51419448853,173.400791869403
4324,Shasta County,0.507776141527275,Rooftop,Urban,Rooftop - Urban,1.28248908111982,0 to 25th,Panorama,308474,3.23225838594195,25th to 50th,Cottonwood,304370,2.40898968211955,0 to 25th,Jessup,304162,Within,2054.9054107666,184.091049738216
4325,Shasta County,1.03244112374202,Ground,Urban,Ground - Urban,1.21271182056527,0 to 25th,Jessup Tap 1,308031,4.07009969796089,25th to 50th,Cottonwood,304370,1.47757358300654,0 to 25th,Jessup,304162,Within,4178.16058349609,331.630236437568
4326,Shasta County,0.541534753974312,Ground,Rural,Ground - Rural,4.16122761911014,50th to 75th,Clear Creek,,4.76103949318016,25th to 50th,Olinda,306950,4.44053410139067,25th to 50th,Jessup,304162,Outside,2191.5217590332,192.395610683303
4327,Shasta County,0.40990054442874,Rooftop,Urban,Rooftop - Urban,0.986120223889056,0 to 25th,Jessup Tap 1,308031,4.50180412814174,25th to 50th,Cottonwood,304370,1.08443791253464,0 to 25th,Jessup,304162,Within,1658.8154296875,165.801177388287
4328,Shasta County,0.593484645627436,Rooftop,Urban,Rooftop - Urban,0.912935568356102,0 to 25th,Jessup Tap 1,308031,4.54589052064012,25th to 50th,Cottonwood,304370,1.0259893905138,0 to 25th,Jessup,304162,Within,2401.75672912598,205.407301570376
4329,Shasta County,0.274745551303259,Rooftop,Urban,Rooftop - Urban,0.954556541384015,0 to 25th,Jessup Tap 1,308031,4.5256309924791,25th to 50th,Airport,307570,1.03368398229927,0 to 25th,Jessup,304162,Within,1111.86016082764,133.713815571738
4330,Shasta County,1.08130730522274,Ground,Urban,Ground - Urban,1.85416887488017,25th to 50th,Panorama,308474,4.24696236871087,25th to 50th,Cottonwood,304370,2.13031740735422,0 to 25th,Jessup,304162,Within,4375.91669845581,268.177279525681
4331,Shasta County,0.62559777031627,Rooftop,Urban,Rooftop - Urban,1.18706210191236,0 to 25th,Jessup,304162,3.86553482245609,25th to 50th,Airport,307570,1.18706210191236,0 to 25th,Jessup,304162,Within,2531.71426773071,237.728082441924
4332,Shasta County,0.316835894944126,Rooftop,Urban,Rooftop - Urban,0.401515372884069,0 to 25th,Jessup,304162,3.75195649044256,25th to 50th,Airport,307570,0.401515372884069,0 to 25th,Jessup,304162,Within,1282.19443511963,158.635043679018
4333,Shasta County,0.636266620663967,Ground,Rural,Ground - Rural,0.312727823168683,0 to 25th,Jessup,304162,3.7732873967028,25th to 50th,Airport,307570,0.312727823168683,0 to 25th,Jessup,304162,Within,2574.89329910278,223.239989469262
4334,Shasta County,0.552691251656235,Ground,Rural,Ground - Rural,2.80061878991034,50th to 75th,Redding Power,300117,7.40532048298805,50th to 75th,Olinda,306950,6.64489809649379,50th to 75th,Jessup,304162,Within,2236.66931533813,204.481076417915
4335,Shasta County,3.40475394027219,Ground,Urban,Ground - Urban,1.4606021381698,25th to 50th,Airport,307570,1.4606021381698,0 to 25th,Airport,307570,3.12538362381397,25th to 50th,Jessup,304162,Within,13778.62292099,497.122628840312
4336,Shasta County,0.809671600781179,Ground,Rural,Ground - Rural,18.160453376346,75th to 100th,Panorama,308474,18.8940219368591,75th to 100th,Cottonwood,304370,18.8940219368591,75th to 100th,Cottonwood,304370,Within,3276.64182662964,231.560911309349
4337,Shasta County,0.397045052335496,Ground,Rural,Ground - Rural,1.50559087608741,25th to 50th,Moore Road,300230,2.17290573303738,0 to 25th,Airport,307570,4.25279715697221,25th to 50th,Jessup,304162,Within,1606.79068756104,164.720632709869
4338,Shasta County,1.06602490973176,Ground,Rural,Ground - Rural,3.25485438691689,50th to 75th,Redding Power,300117,4.88482839055411,25th to 50th,Keswick,308933,9.32922399961635,75th to 100th,Jessup,304162,Outside,4314.06525421143,271.901980048379
4339,Shasta County,0.117568484988311,Rooftop,Rural,Rooftop - Rural,0.977867258107187,0 to 25th,East Redding,304518,4.43141312078481,25th to 50th,Airport,307570,8.4531088574677,50th to 75th,Jessup,304162,Within,475.784687042236,93.3399356966922
4340,Shasta County,1.15974459039025,Ground,Rural,Ground - Rural,0.976096712603488,0 to 25th,East Redding,304518,4.46134479800787,25th to 50th,Airport,307570,8.47565033481694,50th to 75th,Jessup,304162,Within,4693.33850860596,278.918629956862
4341,Shasta County,4.45461885221018,Rooftop,Urban,Rooftop - Urban,1.75093398735619,25th to 50th,East Redding,304518,4.62453174889168,25th to 50th,Airport,307570,8.41071346718751,50th to 75th,Jessup,304162,Within,18027.2749519348,553.394342618168
4342,Shasta County,3.4574479854206,Ground,Rural,Ground - Rural,1.37071186823186,25th to 50th,East Redding,304518,4.6988724145632,25th to 50th,Airport,307570,8.72529060850737,50th to 75th,Jessup,304162,Within,13991.8298149109,567.091998452927
4343,Shasta County,2.17535185697628,Rooftop,Urban,Rooftop - Urban,1.45577584418502,25th to 50th,Unknown,310901,4.53891695498999,25th to 50th,Quartz Hill,,9.06518206686481,75th to 100th,Jessup,304162,Within,8803.36791229248,404.003606324517
4344,Shasta County,1.23209445583102,Ground,Urban,Ground - Urban,1.09651388251065,0 to 25th,College View,303040,5.54379009567715,25th to 50th,Quartz Hill,,9.6085605974625,75th to 100th,Jessup,304162,Within,4986.11389160156,452.610620185422
4345,Shasta County,0.60036185273895,Ground,Urban,Ground - Urban,1.02437123042862,0 to 25th,College View,303040,5.51960797358623,25th to 50th,Quartz Hill,,9.74243209232433,75th to 100th,Jessup,304162,Within,2429.59079360962,207.558500849537
4346,Shasta County,3.69797799460682,Parking,Rural,Parking - Rural,0.549114244895509,0 to 25th,Oregon Trail,304670,5.62886577146088,25th to 50th,Quartz Hill,,11.2520350851454,75th to 100th,Jessup,304162,Within,14965.2413406372,498.643783269596
4347,Shasta County,6.23019895546211,Ground,Rural,Ground - Rural,0.849467298386413,0 to 25th,Oregon Trail,304670,5.25646462111765,25th to 50th,Quartz Hill,,11.7010829101486,75th to 100th,Jessup,304162,Within,25212.8929443359,703.282609254261
4348,Shasta County,2.53792694564224,Ground,Rural,Ground - Rural,2.62620986771182,25th to 50th,Sierra Pacific Industries Bfp,304725,2.62620986771182,0 to 25th,Sierra Pacific Industries Bfp,304725,10.9975560007869,75th to 100th,Pit 1,306653,Within,10270.6633834839,401.557636299136
4349,Shasta County,0.550231742337483,Ground,Rural,Ground - Rural,8.77594607970192,75th to 100th,Pit 1,306653,8.77594607970192,50th to 75th,Pit 1,306653,8.77594607970192,50th to 75th,Pit 1,306653,Outside,2226.71784210205,188.93778741399
4350,Shasta County,25.1628511377053,Ground,Rural,Ground - Rural,4.6074752996175,50th to 75th,Pit 1,306653,4.6074752996175,25th to 50th,Pit 1,306653,4.6074752996175,25th to 50th,Pit 1,306653,Outside,101831.023548126,1390.73379091165
4351,Shasta County,0.640215384457344,Ground,Rural,Ground - Rural,5.07265695407227,50th to 75th,Pit 1,306653,5.07265695407227,25th to 50th,Pit 1,306653,5.07265695407227,50th to 75th,Pit 1,306653,Outside,2590.87014007568,237.9867688305
4352,Solano County,0.615693224725985,Parking,Urban,Parking - Urban,2.17237383868808,25th to 50th,Bahia,308621,2.17237383868808,0 to 25th,Bahia,308621,3.01385858606574,25th to 50th,Martinez,301223,Outside,2491.63502812386,240.615686025061
4353,Solano County,0.693627476136563,Parking,Urban,Parking - Urban,2.1622996090756,25th to 50th,Bahia,308621,2.1622996090756,0 to 25th,Bahia,308621,3.2414336202634,25th to 50th,Martinez,301223,Outside,2807.02171349525,230.775713592341
4354,Solano County,0.37873544183087,Parking,Urban,Parking - Urban,1.26405956326391,0 to 25th,Bahia,308621,1.26405956326391,0 to 25th,Bahia,308621,3.70091516254271,25th to 50th,Martinez,301223,Outside,1532.69380772114,206.9007993723
4355,Solano County,0.850860740224573,Ground,Urban,Ground - Urban,1.18770989939361,0 to 25th,Bahia,308621,1.18770989939361,0 to 25th,Bahia,308621,3.75242633241856,25th to 50th,Martinez,301223,Outside,3443.32547318935,259.83158094501
4356,Solano County,0.689067196695041,Ground,Urban,Ground - Urban,1.30699309700735,0 to 25th,Bahia,308621,1.30699309700735,0 to 25th,Bahia,308621,3.88425038403194,25th to 50th,Martinez,301223,Outside,2788.56758677959,216.843868699955
4357,Solano County,2.8703253847135,Ground,Urban,Ground - Urban,1.16716394586352,0 to 25th,North Tower,300532,2.20326743807157,0 to 25th,Bahia,308621,4.36344082682051,25th to 50th,Carquinez,304448,Outside,11615.8328787088,518.052729781711
4358,Solano County,1.89522309803379,Rooftop,Urban,Rooftop - Urban,0.847897350980572,0 to 25th,Bahia,308621,0.847897350980572,0 to 25th,Bahia,308621,3.87839680792205,25th to 50th,Martinez,301223,Outside,7669.7252715826,374.7454621974
4359,Solano County,1.12337266239425,Rooftop,Urban,Rooftop - Urban,0.64411449539633,0 to 25th,Bahia,308621,0.64411449539633,0 to 25th,Bahia,308621,4.07077322138562,25th to 50th,Martinez,301223,Outside,4546.14582574368,292.515260508553
4360,Solano County,1.50978897529012,Rooftop,Urban,Rooftop - Urban,0.291606962900386,0 to 25th,Bahia,308621,0.291606962900386,0 to 25th,Bahia,308621,4.3389206676071,25th to 50th,Martinez,301223,Outside,6109.92357373238,323.528248242543
4361,Solano County,1.39400424665007,Ground,Urban,Ground - Urban,0.441514500364584,0 to 25th,Bahia,308621,0.441514500364584,0 to 25th,Bahia,308621,4.5213410108718,25th to 50th,Martinez,301223,Outside,5641.34957766533,324.349157160344
4362,Solano County,0.261810761834056,Parking,Urban,Parking - Urban,1.22166962823502,0 to 25th,Bahia,308621,1.22166962823502,0 to 25th,Bahia,308621,4.85009518249677,25th to 50th,Carquinez,304448,Outside,1059.51473081112,160.060734739749
4363,Solano County,1.26875649546897,Ground,Urban,Ground - Urban,0.721511818691581,0 to 25th,Bahia,308621,0.721511818691581,0 to 25th,Bahia,308621,5.23777743762188,50th to 75th,Martinez,301223,Outside,5134.50592672825,373.504296242197
4364,Solano County,3.43200289956909,Rooftop,Urban,Rooftop - Urban,0.310447077455401,0 to 25th,Carquinez,304448,3.65597868990054,25th to 50th,Parkway,301574,0.310447077455401,0 to 25th,Carquinez,304448,Outside,13888.8760926723,521.279163628119
4365,Solano County,34.291237127614,Ground,Urban,Ground - Urban,1.02883804484509,0 to 25th,Bahia,308621,1.02883804484509,0 to 25th,Bahia,308621,5.70024826539137,50th to 75th,Martinez,301223,Within,138772.163567305,1874.86186486271
4366,Solano County,0.487183357174531,Rooftop,Urban,Rooftop - Urban,2.28983445925447,25th to 50th,Parkway,301574,2.28983445925447,0 to 25th,Parkway,301574,2.35402983108157,0 to 25th,Carquinez,304448,Within,1971.56876158714,181.951256135459
4367,Solano County,0.797546222520267,Rooftop,Urban,Rooftop - Urban,2.29700731710181,25th to 50th,Parkway,301574,2.29700731710181,0 to 25th,Parkway,301574,2.39486884454907,0 to 25th,Carquinez,304448,Within,3227.56794190407,230.692199331503
4368,Solano County,0.647144959029632,Rooftop,Urban,Rooftop - Urban,2.27015670444576,25th to 50th,Parkway,301574,2.27015670444576,0 to 25th,Parkway,301574,2.39957418179989,0 to 25th,Carquinez,304448,Within,2618.91324067116,210.832432149566
4369,Solano County,1.28694643574339,Rooftop,Urban,Rooftop - Urban,2.45402469223674,25th to 50th,Carquinez,304448,2.5654350606155,0 to 25th,Parkway,301574,2.45402469223674,0 to 25th,Carquinez,304448,Within,5208.10817432404,288.843452139247
4370,Solano County,1.38055745933971,Rooftop,Urban,Rooftop - Urban,0.689474699606489,0 to 25th,Parkway,301574,0.689474699606489,0 to 25th,Parkway,301574,3.17785302828893,25th to 50th,Carquinez,304448,Within,5586.93950867653,349.630360558418
4371,Solano County,2.44480761268173,Rooftop,Urban,Rooftop - Urban,0.56465004049583,0 to 25th,Parkway,301574,0.56465004049583,0 to 25th,Parkway,301574,3.25903869709355,25th to 50th,Carquinez,304448,Within,9893.82210063934,419.311198806323
4372,Solano County,23.934984456766,Parking,Urban,Parking - Urban,1.20167507490939,0 to 25th,Parkway,301574,1.20167507490939,0 to 25th,Parkway,301574,2.87728476977356,25th to 50th,Carquinez,304448,Within,96861.7605476379,1227.85052305128
4373,Solano County,3.5283837335664,Rooftop,Urban,Rooftop - Urban,0.622552054171487,0 to 25th,Parkway,301574,0.622552054171487,0 to 25th,Parkway,301574,3.14931613488957,25th to 50th,Carquinez,304448,Within,14278.9144937992,1015.50728660408
4374,Solano County,1.19193487093277,Rooftop,Urban,Rooftop - Urban,0.2864563186638,0 to 25th,Parkway,301574,0.2864563186638,0 to 25th,Parkway,301574,3.56736517088164,25th to 50th,Carquinez,304448,Within,4823.60972738266,295.336704048361
